,0
0,99.89945125399352
1,59.21317737759232
2,95.76489900509806
3,95.76489900509806
4,59.842709950857554
5,44.20947187298013
6,136.1656306007454
7,56.57634748667957
8,154.3021948470424
9,25.029012746288387
10,81.59122986492974
11,67.92625240133536
12,84.22099424296893
13,52.812294307781265
14,119.5371627234911
15,119.52225327314189
16,23.14997854365477
17,43.9811569644088
