,0,1,2
0,2.4451696,-76.6154705,0.06211240000000013
1,2.445161,-76.6154453,1.355423
2,2.445078,-76.6152415,-0.5845427999999999
3,2.4450157999999997,-76.6149456,-0.08637869999999992
4,2.4450091,-76.6149453,0.3423297
5,2.4456383,-76.6152001,-0.12469899999999978
6,2.4463573,-76.61672079999998,0.5554864000000003
7,2.4467751,-76.6177251,0.3950200999999999
8,2.4474133,-76.61904800000002,-0.5869378
9,2.447747,-76.6196181,-0.5558025000000001
10,2.4474766,-76.6200813,-0.06482350000000002
11,2.4477161,-76.6206625,-0.3881512000000002
12,2.4480385,-76.6214588,-0.22049979999999988
13,2.4484281,-76.6223906,-0.5797527
14,2.4487518,-76.6230163,-0.6971087
15,2.4490243,-76.6235265,0.2393438
16,2.4493631,-76.6240948,-0.8863151999999999
17,2.4496663,-76.6246336,-1.48028
18,2.4497303,-76.62481350000002,-0.3258806999999999
19,2.4496731,-76.6247221,-0.2995354000000001
20,2.4497085,-76.6247501,-0.5055070999999998
21,2.4497503,-76.6247443,-0.5629876
22,2.4497475,-76.6247408,-0.1989446
23,2.4497435,-76.62476009999999,0.5962018
24,2.4501746,-76.6254134,0.7135577000000001
25,2.4504941,-76.6259125,0.2585039999999999
26,2.4507891,-76.6258436,1.0009601
27,2.4511153,-76.6259005,-0.4049163000000002
28,2.4513836,-76.626136,-1.101867
29,2.4517183,-76.6266854,0.39023009999999986
30,2.4507205005975248,-76.62728734998882,2.8930924910247446
31,2.450665468399215,-76.62764877954169,1.9622553249464754
32,2.4509351611777426,-76.6277247856393,0.9609921120260957
33,2.4512583631449223,-76.62816967577658,1.9951646831972483
34,2.451591262958813,-76.62835733796163,2.643416566751039
35,2.4519655332435253,-76.6287947666588,2.062075432870424
36,2.452604652986634,-76.62963543400545,1.2918761444843534
37,2.452744445421803,-76.6303851968397,0.03299503961230547
38,2.452578667368102,-76.63075676357778,-1.032641863475534
39,2.4525945799907327,-76.63111273373504,-0.9961162807756391
40,2.452508391732204,-76.6312483761776,-0.9821706538357166
