,0,1
0,2.4521055,-76.630806
1,2.4521413,-76.630936
2,2.4519963,-76.63076
3,2.451765,-76.63042
4,2.4515266,-76.629974
5,2.451246,-76.62936
6,2.4510102,-76.62873
7,2.4507477,-76.62801
8,2.450547,-76.62729
9,2.4503975,-76.626625
10,2.4502766,-76.626045
11,2.4500856,-76.62527
12,2.4499648,-76.62495
13,2.4498646,-76.62465
14,2.4497685,-76.62463
15,2.4496973,-76.62459
16,2.4495707,-76.62461
17,2.4491308,-76.62405
18,2.448661,-76.62334
19,2.4483628,-76.62275
20,2.4482863,-76.62249
21,2.4484422,-76.62266
22,2.4487097,-76.623055
23,2.4491396,-76.62379
24,2.4494889,-76.624466
25,2.4496114,-76.62471
26,2.4496906,-76.62487
27,2.449753,-76.625
28,2.4498127,-76.625145
29,2.4498754,-76.62531
30,2.4499602,-76.625534
31,2.450114,-76.62602
32,2.4502919,-76.62658
33,2.450534,-76.62731
34,2.4507349,-76.627914
35,2.451059,-76.628746
36,2.451549,-76.62972
37,2.4518907,-76.63036
38,2.4521883,-76.63085
39,2.4522796,-76.630974
40,2.452157,-76.63076
41,2.4519267,-76.630325
42,2.4515862,-76.6297
43,2.4512823,-76.62901
44,2.4510646,-76.62839
45,2.4508572,-76.62774
46,2.450673,-76.62711
47,2.4504786,-76.6266
48,2.4503832,-76.626114
49,2.4502523,-76.62575
50,2.4500077,-76.625114
51,2.449839,-76.624725
