,0,1
0,2.4519091,-76.63042799999998
1,2.4522985,-76.6310975
2,2.4522939999999998,-76.6313441
3,2.4519438,-76.6306508
4,2.4517023,-76.6301863
5,2.4513236,-76.6294558
6,2.450979,-76.62882529999999
7,2.450581,-76.6280241
8,2.4504063,-76.6272296
9,2.4503965,-76.62645729999998
10,2.4502026,-76.625647
11,2.4499473,-76.6252015
12,2.4495839,-76.624617
13,2.4491876,-76.6240206
14,2.4487598,-76.6233028
15,2.4483785,-76.622713
16,2.4481651,-76.622198
17,2.44848,-76.62268549999999
18,2.4487871,-76.6232535
19,2.4492111,-76.6239625
20,2.449474,-76.6243701
21,2.4496731,-76.62469429999999
22,2.4500455,-76.6253073
23,2.4503376,-76.6258676
24,2.4504275,-76.626599
25,2.4504636,-76.6274706
26,2.4507655,-76.6283181
27,2.451195,-76.6290561
28,2.451548,-76.6297318
29,2.4519093,-76.6303923
30,2.452274634195245,-76.63111078487248
31,2.452492457756615,-76.63145650599218
32,2.4524567706993583,-76.63142024047926
33,2.452272138191915,-76.63115141114679
34,2.4519766438851716,-76.63069016062953
35,2.451687770059443,-76.63017156776995
36,2.451417478161192,-76.62960831665015
37,2.4511615924706223,-76.62899665368067
38,2.4509450871126117,-76.6283704920146
39,2.4507512773989206,-76.62776923916559
40,2.4505489655938213,-76.62707177461999
41,2.450281793827838,-76.62635019600518
42,2.450129392609543,-76.62578317390476
43,2.4497845529165034,-76.6251456475374
44,2.449577812383673,-76.62480285530788
45,2.4490015680477084,-76.62398180760681
46,2.44859910410042,-76.62313083443252
47,2.4482191688762667,-76.62230275408237
48,2.4481701035281187,-76.62231481194513
49,2.448398326676345,-76.6228542748727
50,2.448867156654275,-76.62375975797858
51,2.4493102611698423,-76.62444512104551
52,2.4495741986617507,-76.62485439494178
53,2.449764545817754,-76.6251766794189
54,2.4497894949621024,-76.62519009599961
55,2.449767175562999,-76.62497966255418
56,2.4497676845252876,-76.62489182510953
57,2.449831935089341,-76.6249678956481
58,2.4499113633110885,-76.62537490041359
59,2.450095786622605,-76.62623578875076
60,2.4502416763774817,-76.62681758614987
61,2.450308419229812,-76.62723854965823
62,2.450519655361331,-76.62784183837577
63,2.4510581858863594,-76.62880182230359
64,2.4516419872810604,-76.6297866256083
65,2.4520498586163884,-76.63047961248533
66,2.4522009992787006,-76.63078216201195
67,2.452116060352004,-76.63072859175448
68,2.451892831260121,-76.63045572298276
69,2.4515965155423047,-76.63003273975478
70,2.4512886442155604,-76.62952020784837
71,2.4510054249570135,-76.6289307972671
72,2.450830111340261,-76.62841048144162
73,2.4507058266694313,-76.62787307674265
74,2.4505765499919416,-76.62732274158695
75,2.450426257386601,-76.62673974447468
76,2.450309706431693,-76.62626760406208
77,2.4502067959991907,-76.6258983088269
78,2.4500844279114964,-76.62555576780287
79,2.449882546412042,-76.62511367156499
80,2.4495198177129986,-76.62443966408968
81,2.448979543675071,-76.6237585273478
